name	description	page
mdomestica_homolog_goc_score	Opossum Gene-order conservation score	homologs
mdomestica_homolog_wga_coverage	Opossum Whole-genome alignment coverage	homologs
mdomestica_homolog_dn	dN with Opossum	homologs
mdomestica_homolog_ds	dS with Opossum	homologs
mdomestica_homolog_orthology_confidence	Opossum orthology confidence [0 low, 1 high]	homologs
pabelii_homolog_ensembl_gene	Orangutan gene stable ID	homologs
pabelii_homolog_associated_gene_name	Orangutan gene name	homologs
pabelii_homolog_ensembl_peptide	Orangutan protein or transcript stable ID	homologs
pabelii_homolog_chromosome	Orangutan chromosome/scaffold name	homologs
pabelii_homolog_chrom_start	Orangutan chromosome/scaffold start (bp)	homologs
pabelii_homolog_chrom_end	Orangutan chromosome/scaffold end (bp)	homologs
pabelii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
pabelii_homolog_subtype	Last common ancestor with Orangutan	homologs
pabelii_homolog_orthology_type	Orangutan homology type	homologs
pabelii_homolog_perc_id	%id. target Orangutan gene identical to query gene	homologs
pabelii_homolog_perc_id_r1	%id. query gene identical to target Orangutan gene	homologs
pabelii_homolog_goc_score	Orangutan Gene-order conservation score	homologs
pabelii_homolog_wga_coverage	Orangutan Whole-genome alignment coverage	homologs
pabelii_homolog_dn	dN with Orangutan	homologs
pabelii_homolog_ds	dS with Orangutan	homologs
pabelii_homolog_orthology_confidence	Orangutan orthology confidence [0 low, 1 high]	homologs
amelanoleuca_homolog_ensembl_gene	Panda gene stable ID	homologs
amelanoleuca_homolog_associated_gene_name	Panda gene name	homologs
amelanoleuca_homolog_ensembl_peptide	Panda protein or transcript stable ID	homologs
amelanoleuca_homolog_chromosome	Panda chromosome/scaffold name	homologs
amelanoleuca_homolog_chrom_start	Panda chromosome/scaffold start (bp)	homologs
amelanoleuca_homolog_chrom_end	Panda chromosome/scaffold end (bp)	homologs
amelanoleuca_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
amelanoleuca_homolog_subtype	Last common ancestor with Panda	homologs
amelanoleuca_homolog_orthology_type	Panda homology type	homologs
amelanoleuca_homolog_perc_id	%id. target Panda gene identical to query gene	homologs
amelanoleuca_homolog_perc_id_r1	%id. query gene identical to target Panda gene	homologs
amelanoleuca_homolog_goc_score	Panda Gene-order conservation score	homologs
amelanoleuca_homolog_wga_coverage	Panda Whole-genome alignment coverage	homologs
amelanoleuca_homolog_dn	dN with Panda	homologs
amelanoleuca_homolog_ds	dS with Panda	homologs
amelanoleuca_homolog_orthology_confidence	Panda orthology confidence [0 low, 1 high]	homologs
sscrofa_homolog_ensembl_gene	Pig gene stable ID	homologs
sscrofa_homolog_associated_gene_name	Pig gene name	homologs
sscrofa_homolog_ensembl_peptide	Pig protein or transcript stable ID	homologs
sscrofa_homolog_chromosome	Pig chromosome/scaffold name	homologs
sscrofa_homolog_chrom_start	Pig chromosome/scaffold start (bp)	homologs
sscrofa_homolog_chrom_end	Pig chromosome/scaffold end (bp)	homologs
sscrofa_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
sscrofa_homolog_subtype	Last common ancestor with Pig	homologs
sscrofa_homolog_orthology_type	Pig homology type	homologs
sscrofa_homolog_perc_id	%id. target Pig gene identical to query gene	homologs
sscrofa_homolog_perc_id_r1	%id. query gene identical to target Pig gene	homologs
sscrofa_homolog_goc_score	Pig Gene-order conservation score	homologs
sscrofa_homolog_wga_coverage	Pig Whole-genome alignment coverage	homologs
sscrofa_homolog_dn	dN with Pig	homologs
sscrofa_homolog_ds	dS with Pig	homologs
sscrofa_homolog_orthology_confidence	Pig orthology confidence [0 low, 1 high]	homologs
oprinceps_homolog_ensembl_gene	Pika gene stable ID	homologs
oprinceps_homolog_associated_gene_name	Pika gene name	homologs
oprinceps_homolog_ensembl_peptide	Pika protein or transcript stable ID	homologs
oprinceps_homolog_chromosome	Pika chromosome/scaffold name	homologs
oprinceps_homolog_chrom_start	Pika chromosome/scaffold start (bp)	homologs
oprinceps_homolog_chrom_end	Pika chromosome/scaffold end (bp)	homologs
oprinceps_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
oprinceps_homolog_subtype	Last common ancestor with Pika	homologs
oprinceps_homolog_orthology_type	Pika homology type	homologs
oprinceps_homolog_perc_id	%id. target Pika gene identical to query gene	homologs
oprinceps_homolog_perc_id_r1	%id. query gene identical to target Pika gene	homologs
oprinceps_homolog_goc_score	Pika Gene-order conservation score	homologs
oprinceps_homolog_wga_coverage	Pika Whole-genome alignment coverage	homologs
oprinceps_homolog_dn	dN with Pika	homologs
oprinceps_homolog_ds	dS with Pika	homologs
oprinceps_homolog_orthology_confidence	Pika orthology confidence [0 low, 1 high]	homologs
xmaculatus_homolog_ensembl_gene	Platyfish gene stable ID	homologs
xmaculatus_homolog_associated_gene_name	Platyfish gene name	homologs
xmaculatus_homolog_ensembl_peptide	Platyfish protein or transcript stable ID	homologs
xmaculatus_homolog_chromosome	Platyfish chromosome/scaffold name	homologs
xmaculatus_homolog_chrom_start	Platyfish chromosome/scaffold start (bp)	homologs
xmaculatus_homolog_chrom_end	Platyfish chromosome/scaffold end (bp)	homologs
xmaculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
xmaculatus_homolog_subtype	Last common ancestor with Platyfish	homologs
xmaculatus_homolog_orthology_type	Platyfish homology type	homologs
xmaculatus_homolog_perc_id	%id. target Platyfish gene identical to query gene	homologs
xmaculatus_homolog_perc_id_r1	%id. query gene identical to target Platyfish gene	homologs
xmaculatus_homolog_goc_score	Platyfish Gene-order conservation score	homologs
xmaculatus_homolog_wga_coverage	Platyfish Whole-genome alignment coverage	homologs
xmaculatus_homolog_dn	dN with Platyfish	homologs
xmaculatus_homolog_ds	dS with Platyfish	homologs
xmaculatus_homolog_orthology_confidence	Platyfish orthology confidence [0 low, 1 high]	homologs
oanatinus_homolog_ensembl_gene	Platypus gene stable ID	homologs
oanatinus_homolog_associated_gene_name	Platypus gene name	homologs
oanatinus_homolog_ensembl_peptide	Platypus protein or transcript stable ID	homologs
oanatinus_homolog_chromosome	Platypus chromosome/scaffold name	homologs
oanatinus_homolog_chrom_start	Platypus chromosome/scaffold start (bp)	homologs
oanatinus_homolog_chrom_end	Platypus chromosome/scaffold end (bp)	homologs
oanatinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
oanatinus_homolog_subtype	Last common ancestor with Platypus	homologs
oanatinus_homolog_orthology_type	Platypus homology type	homologs
oanatinus_homolog_perc_id	%id. target Platypus gene identical to query gene	homologs
oanatinus_homolog_perc_id_r1	%id. query gene identical to target Platypus gene	homologs
oanatinus_homolog_goc_score	Platypus Gene-order conservation score	homologs
oanatinus_homolog_wga_coverage	Platypus Whole-genome alignment coverage	homologs
oanatinus_homolog_dn	dN with Platypus	homologs
oanatinus_homolog_ds	dS with Platypus	homologs
oanatinus_homolog_orthology_confidence	Platypus orthology confidence [0 low, 1 high]	homologs
ocuniculus_homolog_ensembl_gene	Rabbit gene stable ID	homologs
ocuniculus_homolog_associated_gene_name	Rabbit gene name	homologs
ocuniculus_homolog_ensembl_peptide	Rabbit protein or transcript stable ID	homologs
ocuniculus_homolog_chromosome	Rabbit chromosome/scaffold name	homologs
ocuniculus_homolog_chrom_start	Rabbit chromosome/scaffold start (bp)	homologs
ocuniculus_homolog_chrom_end	Rabbit chromosome/scaffold end (bp)	homologs
ocuniculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
ocuniculus_homolog_subtype	Last common ancestor with Rabbit	homologs
ocuniculus_homolog_orthology_type	Rabbit homology type	homologs
ocuniculus_homolog_perc_id	%id. target Rabbit gene identical to query gene	homologs
ocuniculus_homolog_perc_id_r1	%id. query gene identical to target Rabbit gene	homologs
ocuniculus_homolog_goc_score	Rabbit Gene-order conservation score	homologs
ocuniculus_homolog_wga_coverage	Rabbit Whole-genome alignment coverage	homologs
ocuniculus_homolog_dn	dN with Rabbit	homologs
ocuniculus_homolog_ds	dS with Rabbit	homologs
ocuniculus_homolog_orthology_confidence	Rabbit orthology confidence [0 low, 1 high]	homologs
rnorvegicus_homolog_ensembl_gene	Rat gene stable ID	homologs
rnorvegicus_homolog_associated_gene_name	Rat gene name	homologs
rnorvegicus_homolog_ensembl_peptide	Rat protein or transcript stable ID	homologs
rnorvegicus_homolog_chromosome	Rat chromosome/scaffold name	homologs
rnorvegicus_homolog_chrom_start	Rat chromosome/scaffold start (bp)	homologs
rnorvegicus_homolog_chrom_end	Rat chromosome/scaffold end (bp)	homologs
rnorvegicus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
rnorvegicus_homolog_subtype	Last common ancestor with Rat	homologs
rnorvegicus_homolog_orthology_type	Rat homology type	homologs
rnorvegicus_homolog_perc_id	%id. target Rat gene identical to query gene	homologs
rnorvegicus_homolog_perc_id_r1	%id. query gene identical to target Rat gene	homologs
rnorvegicus_homolog_goc_score	Rat Gene-order conservation score	homologs
rnorvegicus_homolog_wga_coverage	Rat Whole-genome alignment coverage	homologs
rnorvegicus_homolog_dn	dN with Rat	homologs
rnorvegicus_homolog_ds	dS with Rat	homologs
rnorvegicus_homolog_orthology_confidence	Rat orthology confidence [0 low, 1 high]	homologs
scerevisiae_homolog_ensembl_gene	Saccharomyces cerevisiae gene stable ID	homologs
scerevisiae_homolog_associated_gene_name	Saccharomyces cerevisiae gene name	homologs
scerevisiae_homolog_ensembl_peptide	Saccharomyces cerevisiae protein or transcript stable ID	homologs
scerevisiae_homolog_chromosome	Saccharomyces cerevisiae chromosome/scaffold name	homologs
scerevisiae_homolog_chrom_start	Saccharomyces cerevisiae chromosome/scaffold start (bp)	homologs
scerevisiae_homolog_chrom_end	Saccharomyces cerevisiae chromosome/scaffold end (bp)	homologs
scerevisiae_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
scerevisiae_homolog_subtype	Last common ancestor with Saccharomyces cerevisiae	homologs
scerevisiae_homolog_orthology_type	Saccharomyces cerevisiae homology type	homologs
scerevisiae_homolog_perc_id	%id. target Saccharomyces cerevisiae gene identical to query gene	homologs
scerevisiae_homolog_perc_id_r1	%id. query gene identical to target Saccharomyces cerevisiae gene	homologs
scerevisiae_homolog_goc_score	Saccharomyces cerevisiae Gene-order conservation score	homologs
scerevisiae_homolog_wga_coverage	Saccharomyces cerevisiae Whole-genome alignment coverage	homologs
scerevisiae_homolog_dn	dN with Saccharomyces cerevisiae	homologs
scerevisiae_homolog_ds	dS with Saccharomyces cerevisiae	homologs
scerevisiae_homolog_orthology_confidence	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]	homologs
oaries_homolog_ensembl_gene	Sheep gene stable ID	homologs
oaries_homolog_associated_gene_name	Sheep gene name	homologs
oaries_homolog_ensembl_peptide	Sheep protein or transcript stable ID	homologs
oaries_homolog_chromosome	Sheep chromosome/scaffold name	homologs
oaries_homolog_chrom_start	Sheep chromosome/scaffold start (bp)	homologs
oaries_homolog_chrom_end	Sheep chromosome/scaffold end (bp)	homologs
oaries_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
oaries_homolog_subtype	Last common ancestor with Sheep	homologs
oaries_homolog_orthology_type	Sheep homology type	homologs
oaries_homolog_perc_id	%id. target Sheep gene identical to query gene	homologs
oaries_homolog_perc_id_r1	%id. query gene identical to target Sheep gene	homologs
oaries_homolog_goc_score	Sheep Gene-order conservation score	homologs
oaries_homolog_wga_coverage	Sheep Whole-genome alignment coverage	homologs
oaries_homolog_dn	dN with Sheep	homologs
oaries_homolog_ds	dS with Sheep	homologs
oaries_homolog_orthology_confidence	Sheep orthology confidence [0 low, 1 high]	homologs
saraneus_homolog_ensembl_gene	Shrew gene stable ID	homologs
saraneus_homolog_associated_gene_name	Shrew gene name	homologs
saraneus_homolog_ensembl_peptide	Shrew protein or transcript stable ID	homologs
saraneus_homolog_chromosome	Shrew chromosome/scaffold name	homologs
saraneus_homolog_chrom_start	Shrew chromosome/scaffold start (bp)	homologs
saraneus_homolog_chrom_end	Shrew chromosome/scaffold end (bp)	homologs
saraneus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
saraneus_homolog_subtype	Last common ancestor with Shrew	homologs
saraneus_homolog_orthology_type	Shrew homology type	homologs
saraneus_homolog_perc_id	%id. target Shrew gene identical to query gene	homologs
saraneus_homolog_perc_id_r1	%id. query gene identical to target Shrew gene	homologs
saraneus_homolog_goc_score	Shrew Gene-order conservation score	homologs
saraneus_homolog_wga_coverage	Shrew Whole-genome alignment coverage	homologs
saraneus_homolog_dn	dN with Shrew	homologs
saraneus_homolog_ds	dS with Shrew	homologs
saraneus_homolog_orthology_confidence	Shrew orthology confidence [0 low, 1 high]	homologs
choffmanni_homolog_ensembl_gene	Sloth gene stable ID	homologs
choffmanni_homolog_associated_gene_name	Sloth gene name	homologs
choffmanni_homolog_ensembl_peptide	Sloth protein or transcript stable ID	homologs
choffmanni_homolog_chromosome	Sloth chromosome/scaffold name	homologs
choffmanni_homolog_chrom_start	Sloth chromosome/scaffold start (bp)	homologs
choffmanni_homolog_chrom_end	Sloth chromosome/scaffold end (bp)	homologs
choffmanni_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
choffmanni_homolog_subtype	Last common ancestor with Sloth	homologs
choffmanni_homolog_orthology_type	Sloth homology type	homologs
choffmanni_homolog_perc_id	%id. target Sloth gene identical to query gene	homologs
choffmanni_homolog_perc_id_r1	%id. query gene identical to target Sloth gene	homologs
choffmanni_homolog_goc_score	Sloth Gene-order conservation score	homologs
choffmanni_homolog_wga_coverage	Sloth Whole-genome alignment coverage	homologs
choffmanni_homolog_dn	dN with Sloth	homologs
choffmanni_homolog_ds	dS with Sloth	homologs
choffmanni_homolog_orthology_confidence	Sloth orthology confidence [0 low, 1 high]	homologs
loculatus_homolog_ensembl_gene	Spotted gar gene stable ID	homologs
loculatus_homolog_associated_gene_name	Spotted gar gene name	homologs
loculatus_homolog_ensembl_peptide	Spotted gar protein or transcript stable ID	homologs
loculatus_homolog_chromosome	Spotted gar chromosome/scaffold name	homologs
loculatus_homolog_chrom_start	Spotted gar chromosome/scaffold start (bp)	homologs
loculatus_homolog_chrom_end	Spotted gar chromosome/scaffold end (bp)	homologs
loculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
loculatus_homolog_subtype	Last common ancestor with Spotted gar	homologs
loculatus_homolog_orthology_type	Spotted gar homology type	homologs
loculatus_homolog_perc_id	%id. target Spotted gar gene identical to query gene	homologs
loculatus_homolog_perc_id_r1	%id. query gene identical to target Spotted gar gene	homologs
loculatus_homolog_goc_score	Spotted gar Gene-order conservation score	homologs
loculatus_homolog_wga_coverage	Spotted gar Whole-genome alignment coverage	homologs
loculatus_homolog_dn	dN with Spotted gar	homologs
loculatus_homolog_ds	dS with Spotted gar	homologs
loculatus_homolog_orthology_confidence	Spotted gar orthology confidence [0 low, 1 high]	homologs
itridecemlineatus_homolog_ensembl_gene	Squirrel gene stable ID	homologs
itridecemlineatus_homolog_associated_gene_name	Squirrel gene name	homologs
itridecemlineatus_homolog_ensembl_peptide	Squirrel protein or transcript stable ID	homologs
itridecemlineatus_homolog_chromosome	Squirrel chromosome/scaffold name	homologs
itridecemlineatus_homolog_chrom_start	Squirrel chromosome/scaffold start (bp)	homologs
itridecemlineatus_homolog_chrom_end	Squirrel chromosome/scaffold end (bp)	homologs
itridecemlineatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
itridecemlineatus_homolog_subtype	Last common ancestor with Squirrel	homologs
itridecemlineatus_homolog_orthology_type	Squirrel homology type	homologs
itridecemlineatus_homolog_perc_id	%id. target Squirrel gene identical to query gene	homologs
itridecemlineatus_homolog_perc_id_r1	%id. query gene identical to target Squirrel gene	homologs
itridecemlineatus_homolog_goc_score	Squirrel Gene-order conservation score	homologs
itridecemlineatus_homolog_wga_coverage	Squirrel Whole-genome alignment coverage	homologs
itridecemlineatus_homolog_dn	dN with Squirrel	homologs
itridecemlineatus_homolog_ds	dS with Squirrel	homologs
itridecemlineatus_homolog_orthology_confidence	Squirrel orthology confidence [0 low, 1 high]	homologs
gaculeatus_homolog_ensembl_gene	Stickleback gene stable ID	homologs
gaculeatus_homolog_associated_gene_name	Stickleback gene name	homologs
gaculeatus_homolog_ensembl_peptide	Stickleback protein or transcript stable ID	homologs
gaculeatus_homolog_chromosome	Stickleback chromosome/scaffold name	homologs
gaculeatus_homolog_chrom_start	Stickleback chromosome/scaffold start (bp)	homologs
gaculeatus_homolog_chrom_end	Stickleback chromosome/scaffold end (bp)	homologs
gaculeatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
gaculeatus_homolog_subtype	Last common ancestor with Stickleback	homologs
gaculeatus_homolog_orthology_type	Stickleback homology type	homologs
gaculeatus_homolog_perc_id	%id. target Stickleback gene identical to query gene	homologs
gaculeatus_homolog_perc_id_r1	%id. query gene identical to target Stickleback gene	homologs
gaculeatus_homolog_goc_score	Stickleback Gene-order conservation score	homologs
gaculeatus_homolog_wga_coverage	Stickleback Whole-genome alignment coverage	homologs
gaculeatus_homolog_dn	dN with Stickleback	homologs
gaculeatus_homolog_ds	dS with Stickleback	homologs
gaculeatus_homolog_orthology_confidence	Stickleback orthology confidence [0 low, 1 high]	homologs
tsyrichta_homolog_ensembl_gene	Tarsier gene stable ID	homologs
tsyrichta_homolog_associated_gene_name	Tarsier gene name	homologs
tsyrichta_homolog_ensembl_peptide	Tarsier protein or transcript stable ID	homologs
tsyrichta_homolog_chromosome	Tarsier chromosome/scaffold name	homologs
tsyrichta_homolog_chrom_start	Tarsier chromosome/scaffold start (bp)	homologs
tsyrichta_homolog_chrom_end	Tarsier chromosome/scaffold end (bp)	homologs
tsyrichta_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
tsyrichta_homolog_subtype	Last common ancestor with Tarsier	homologs
tsyrichta_homolog_orthology_type	Tarsier homology type	homologs
tsyrichta_homolog_perc_id	%id. target Tarsier gene identical to query gene	homologs
tsyrichta_homolog_perc_id_r1	%id. query gene identical to target Tarsier gene	homologs
tsyrichta_homolog_goc_score	Tarsier Gene-order conservation score	homologs
tsyrichta_homolog_wga_coverage	Tarsier Whole-genome alignment coverage	homologs
tsyrichta_homolog_dn	dN with Tarsier	homologs
tsyrichta_homolog_ds	dS with Tarsier	homologs
tsyrichta_homolog_orthology_confidence	Tarsier orthology confidence [0 low, 1 high]	homologs
sharrisii_homolog_ensembl_gene	Tasmanian devil gene stable ID	homologs
sharrisii_homolog_associated_gene_name	Tasmanian devil gene name	homologs
sharrisii_homolog_ensembl_peptide	Tasmanian devil protein or transcript stable ID	homologs
sharrisii_homolog_chromosome	Tasmanian devil chromosome/scaffold name	homologs
sharrisii_homolog_chrom_start	Tasmanian devil chromosome/scaffold start (bp)	homologs
sharrisii_homolog_chrom_end	Tasmanian devil chromosome/scaffold end (bp)	homologs
sharrisii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
sharrisii_homolog_subtype	Last common ancestor with Tasmanian devil	homologs
sharrisii_homolog_orthology_type	Tasmanian devil homology type	homologs
sharrisii_homolog_perc_id	%id. target Tasmanian devil gene identical to query gene	homologs
sharrisii_homolog_perc_id_r1	%id. query gene identical to target Tasmanian devil gene	homologs
sharrisii_homolog_goc_score	Tasmanian devil Gene-order conservation score	homologs
sharrisii_homolog_wga_coverage	Tasmanian devil Whole-genome alignment coverage	homologs
sharrisii_homolog_dn	dN with Tasmanian devil	homologs
sharrisii_homolog_ds	dS with Tasmanian devil	homologs
sharrisii_homolog_orthology_confidence	Tasmanian devil orthology confidence [0 low, 1 high]	homologs
tnigroviridis_homolog_ensembl_gene	Tetraodon gene stable ID	homologs
tnigroviridis_homolog_associated_gene_name	Tetraodon gene name	homologs
tnigroviridis_homolog_ensembl_peptide	Tetraodon protein or transcript stable ID	homologs
tnigroviridis_homolog_chromosome	Tetraodon chromosome/scaffold name	homologs
tnigroviridis_homolog_chrom_start	Tetraodon chromosome/scaffold start (bp)	homologs
tnigroviridis_homolog_chrom_end	Tetraodon chromosome/scaffold end (bp)	homologs
tnigroviridis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
tnigroviridis_homolog_subtype	Last common ancestor with Tetraodon	homologs
tnigroviridis_homolog_orthology_type	Tetraodon homology type	homologs
tnigroviridis_homolog_perc_id	%id. target Tetraodon gene identical to query gene	homologs
tnigroviridis_homolog_perc_id_r1	%id. query gene identical to target Tetraodon gene	homologs
tnigroviridis_homolog_goc_score	Tetraodon Gene-order conservation score	homologs
tnigroviridis_homolog_wga_coverage	Tetraodon Whole-genome alignment coverage	homologs
tnigroviridis_homolog_dn	dN with Tetraodon	homologs
tnigroviridis_homolog_ds	dS with Tetraodon	homologs
tnigroviridis_homolog_orthology_confidence	Tetraodon orthology confidence [0 low, 1 high]	homologs
oniloticus_homolog_ensembl_gene	Tilapia gene stable ID	homologs
oniloticus_homolog_associated_gene_name	Tilapia gene name	homologs
oniloticus_homolog_ensembl_peptide	Tilapia protein or transcript stable ID	homologs
oniloticus_homolog_chromosome	Tilapia chromosome/scaffold name	homologs
oniloticus_homolog_chrom_start	Tilapia chromosome/scaffold start (bp)	homologs
oniloticus_homolog_chrom_end	Tilapia chromosome/scaffold end (bp)	homologs
oniloticus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
oniloticus_homolog_subtype	Last common ancestor with Tilapia	homologs
oniloticus_homolog_orthology_type	Tilapia homology type	homologs
oniloticus_homolog_perc_id	%id. target Tilapia gene identical to query gene	homologs
oniloticus_homolog_perc_id_r1	%id. query gene identical to target Tilapia gene	homologs
oniloticus_homolog_goc_score	Tilapia Gene-order conservation score	homologs
oniloticus_homolog_wga_coverage	Tilapia Whole-genome alignment coverage	homologs
oniloticus_homolog_dn	dN with Tilapia	homologs
oniloticus_homolog_ds	dS with Tilapia	homologs
oniloticus_homolog_orthology_confidence	Tilapia orthology confidence [0 low, 1 high]	homologs
tbelangeri_homolog_ensembl_gene	Tree Shrew gene stable ID	homologs
tbelangeri_homolog_associated_gene_name	Tree Shrew gene name	homologs
tbelangeri_homolog_ensembl_peptide	Tree Shrew protein or transcript stable ID	homologs
tbelangeri_homolog_chromosome	Tree Shrew chromosome/scaffold name	homologs
tbelangeri_homolog_chrom_start	Tree Shrew chromosome/scaffold start (bp)	homologs
tbelangeri_homolog_chrom_end	Tree Shrew chromosome/scaffold end (bp)	homologs
tbelangeri_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
tbelangeri_homolog_subtype	Last common ancestor with Tree Shrew	homologs
tbelangeri_homolog_orthology_type	Tree Shrew homology type	homologs
tbelangeri_homolog_perc_id	%id. target Tree Shrew gene identical to query gene	homologs
tbelangeri_homolog_perc_id_r1	%id. query gene identical to target Tree Shrew gene	homologs
tbelangeri_homolog_goc_score	Tree Shrew Gene-order conservation score	homologs
tbelangeri_homolog_wga_coverage	Tree Shrew Whole-genome alignment coverage	homologs
tbelangeri_homolog_dn	dN with Tree Shrew	homologs
tbelangeri_homolog_ds	dS with Tree Shrew	homologs
tbelangeri_homolog_orthology_confidence	Tree Shrew orthology confidence [0 low, 1 high]	homologs
mgallopavo_homolog_ensembl_gene	Turkey gene stable ID	homologs
mgallopavo_homolog_associated_gene_name	Turkey gene name	homologs
mgallopavo_homolog_ensembl_peptide	Turkey protein or transcript stable ID	homologs
mgallopavo_homolog_chromosome	Turkey chromosome/scaffold name	homologs
mgallopavo_homolog_chrom_start	Turkey chromosome/scaffold start (bp)	homologs
mgallopavo_homolog_chrom_end	Turkey chromosome/scaffold end (bp)	homologs
mgallopavo_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
mgallopavo_homolog_subtype	Last common ancestor with Turkey	homologs
mgallopavo_homolog_orthology_type	Turkey homology type	homologs
mgallopavo_homolog_perc_id	%id. target Turkey gene identical to query gene	homologs
mgallopavo_homolog_perc_id_r1	%id. query gene identical to target Turkey gene	homologs
mgallopavo_homolog_goc_score	Turkey Gene-order conservation score	homologs
mgallopavo_homolog_wga_coverage	Turkey Whole-genome alignment coverage	homologs
mgallopavo_homolog_dn	dN with Turkey	homologs
mgallopavo_homolog_ds	dS with Turkey	homologs
mgallopavo_homolog_orthology_confidence	Turkey orthology confidence [0 low, 1 high]	homologs
meugenii_homolog_ensembl_gene	Wallaby gene stable ID	homologs
meugenii_homolog_associated_gene_name	Wallaby gene name	homologs
meugenii_homolog_ensembl_peptide	Wallaby protein or transcript stable ID	homologs
meugenii_homolog_chromosome	Wallaby chromosome/scaffold name	homologs
meugenii_homolog_chrom_start	Wallaby chromosome/scaffold start (bp)	homologs
meugenii_homolog_chrom_end	Wallaby chromosome/scaffold end (bp)	homologs
meugenii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
meugenii_homolog_subtype	Last common ancestor with Wallaby	homologs
meugenii_homolog_orthology_type	Wallaby homology type	homologs
meugenii_homolog_perc_id	%id. target Wallaby gene identical to query gene	homologs
meugenii_homolog_perc_id_r1	%id. query gene identical to target Wallaby gene	homologs
meugenii_homolog_goc_score	Wallaby Gene-order conservation score	homologs
meugenii_homolog_wga_coverage	Wallaby Whole-genome alignment coverage	homologs
meugenii_homolog_dn	dN with Wallaby	homologs
meugenii_homolog_ds	dS with Wallaby	homologs
meugenii_homolog_orthology_confidence	Wallaby orthology confidence [0 low, 1 high]	homologs
xtropicalis_homolog_ensembl_gene	Xenopus gene stable ID	homologs
xtropicalis_homolog_associated_gene_name	Xenopus gene name	homologs
xtropicalis_homolog_ensembl_peptide	Xenopus protein or transcript stable ID	homologs
xtropicalis_homolog_chromosome	Xenopus chromosome/scaffold name	homologs
xtropicalis_homolog_chrom_start	Xenopus chromosome/scaffold start (bp)	homologs
xtropicalis_homolog_chrom_end	Xenopus chromosome/scaffold end (bp)	homologs
xtropicalis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
xtropicalis_homolog_subtype	Last common ancestor with Xenopus	homologs
xtropicalis_homolog_orthology_type	Xenopus homology type	homologs
xtropicalis_homolog_perc_id	%id. target Xenopus gene identical to query gene	homologs
xtropicalis_homolog_perc_id_r1	%id. query gene identical to target Xenopus gene	homologs
xtropicalis_homolog_goc_score	Xenopus Gene-order conservation score	homologs
xtropicalis_homolog_wga_coverage	Xenopus Whole-genome alignment coverage	homologs
xtropicalis_homolog_dn	dN with Xenopus	homologs
xtropicalis_homolog_ds	dS with Xenopus	homologs
xtropicalis_homolog_orthology_confidence	Xenopus orthology confidence [0 low, 1 high]	homologs
tguttata_homolog_ensembl_gene	Zebra Finch gene stable ID	homologs
tguttata_homolog_associated_gene_name	Zebra Finch gene name	homologs
tguttata_homolog_ensembl_peptide	Zebra Finch protein or transcript stable ID	homologs
tguttata_homolog_chromosome	Zebra Finch chromosome/scaffold name	homologs
tguttata_homolog_chrom_start	Zebra Finch chromosome/scaffold start (bp)	homologs
tguttata_homolog_chrom_end	Zebra Finch chromosome/scaffold end (bp)	homologs
tguttata_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
tguttata_homolog_subtype	Last common ancestor with Zebra Finch	homologs
tguttata_homolog_orthology_type	Zebra Finch homology type	homologs
tguttata_homolog_perc_id	%id. target Zebra Finch gene identical to query gene	homologs
tguttata_homolog_perc_id_r1	%id. query gene identical to target Zebra Finch gene	homologs
tguttata_homolog_goc_score	Zebra Finch Gene-order conservation score	homologs
tguttata_homolog_wga_coverage	Zebra Finch Whole-genome alignment coverage	homologs
tguttata_homolog_dn	dN with Zebra Finch	homologs
tguttata_homolog_ds	dS with Zebra Finch	homologs
tguttata_homolog_orthology_confidence	Zebra Finch orthology confidence [0 low, 1 high]	homologs
drerio_homolog_ensembl_gene	Zebrafish gene stable ID	homologs
drerio_homolog_associated_gene_name	Zebrafish gene name	homologs
drerio_homolog_ensembl_peptide	Zebrafish protein or transcript stable ID	homologs
